Origen,Destino,Peso
Nodo_14,Nodo_1,144
Nodo_50,Nodo_19,385
Nodo_35,Nodo_42,416
Nodo_35,Nodo_3,765
Nodo_2,Nodo_48,381
Nodo_22,Nodo_49,680
Nodo_47,Nodo_6,28
Nodo_35,Nodo_17,886
Nodo_16,Nodo_34,95
Nodo_7,Nodo_42,167
Nodo_50,Nodo_48,538
Nodo_38,Nodo_1,72
Nodo_40,Nodo_32,35
Nodo_42,Nodo_36,804
Nodo_45,Nodo_3,491
Nodo_43,Nodo_35,455
Nodo_5,Nodo_47,927
Nodo_3,Nodo_6,647
Nodo_47,Nodo_48,987
Nodo_13,Nodo_1,787
Nodo_40,Nodo_13,841
Nodo_6,Nodo_1,519
Nodo_39,Nodo_18,209
Nodo_16,Nodo_21,8
Nodo_50,Nodo_6,880
Nodo_43,Nodo_13,606
Nodo_8,Nodo_25,89
Nodo_44,Nodo_33,225
Nodo_10,Nodo_20,321
Nodo_50,Nodo_37,566
Nodo_8,Nodo_27,892
Nodo_26,Nodo_6,355
Nodo_27,Nodo_21,914
Nodo_15,Nodo_24,124
Nodo_26,Nodo_39,892
Nodo_27,Nodo_15,672
Nodo_24,Nodo_14,537
Nodo_2,Nodo_40,282
Nodo_8,Nodo_50,905
Nodo_9,Nodo_18,31
Nodo_20,Nodo_44,32
Nodo_43,Nodo_42,174
Nodo_10,Nodo_6,229
Nodo_13,Nodo_49,88
Nodo_48,Nodo_39,900
Nodo_21,Nodo_6,626
Nodo_15,Nodo_34,364
Nodo_43,Nodo_31,358
Nodo_43,Nodo_26,256
Nodo_18,Nodo_11,628
Nodo_18,Nodo_33,158
Nodo_3,Nodo_4,257
Nodo_35,Nodo_36,477
Nodo_31,Nodo_9,319
Nodo_36,Nodo_13,124
Nodo_31,Nodo_35,239
Nodo_30,Nodo_13,795
Nodo_8,Nodo_22,493
Nodo_6,Nodo_46,692
Nodo_1,Nodo_49,475
Nodo_47,Nodo_22,799
Nodo_1,Nodo_36,674
Nodo_31,Nodo_20,681
Nodo_35,Nodo_26,443
Nodo_8,Nodo_18,819
Nodo_3,Nodo_49,339
Nodo_28,Nodo_39,249
Nodo_27,Nodo_26,982
Nodo_26,Nodo_21,303
Nodo_19,Nodo_8,760
Nodo_17,Nodo_12,287
Nodo_24,Nodo_40,86
Nodo_14,Nodo_40,437
Nodo_5,Nodo_2,986
Nodo_28,Nodo_21,728
Nodo_47,Nodo_18,594
Nodo_23,Nodo_17,871
Nodo_16,Nodo_33,987
Nodo_43,Nodo_19,757
Nodo_1,Nodo_29,533
Nodo_11,Nodo_39,570
Nodo_49,Nodo_7,359
Nodo_3,Nodo_21,738
Nodo_4,Nodo_31,977
Nodo_17,Nodo_5,561
Nodo_5,Nodo_14,365
Nodo_9,Nodo_20,624
Nodo_19,Nodo_39,242
Nodo_49,Nodo_33,427
Nodo_44,Nodo_17,523
Nodo_42,Nodo_9,786
Nodo_10,Nodo_21,196
Nodo_27,Nodo_48,534
Nodo_43,Nodo_9,679
Nodo_31,Nodo_30,405
Nodo_46,Nodo_25,562
Nodo_35,Nodo_26,618
Nodo_48,Nodo_40,347
Nodo_4,Nodo_21,119
Nodo_39,Nodo_6,575
Nodo_31,Nodo_7,78
Nodo_21,Nodo_4,616
Nodo_32,Nodo_48,730
Nodo_23,Nodo_8,489
Nodo_34,Nodo_41,495
Nodo_28,Nodo_30,909
Nodo_26,Nodo_40,138
Nodo_2,Nodo_34,987
Nodo_45,Nodo_15,325
Nodo_30,Nodo_17,138
Nodo_1,Nodo_35,636
Nodo_1,Nodo_4,99
Nodo_49,Nodo_13,253
Nodo_3,Nodo_13,241
Nodo_16,Nodo_27,837
Nodo_20,Nodo_36,779
Nodo_13,Nodo_49,97
Nodo_8,Nodo_18,837
Nodo_29,Nodo_22,979
Nodo_28,Nodo_33,617
Nodo_18,Nodo_49,128
Nodo_17,Nodo_18,816
Nodo_33,Nodo_8,49
Nodo_7,Nodo_13,703
Nodo_37,Nodo_38,672
Nodo_26,Nodo_4,754
Nodo_32,Nodo_12,744
Nodo_50,Nodo_24,896
Nodo_32,Nodo_34,73
Nodo_49,Nodo_14,664
Nodo_5,Nodo_22,88
Nodo_37,Nodo_13,60
Nodo_50,Nodo_46,63
Nodo_48,Nodo_28,506
Nodo_11,Nodo_10,403
Nodo_41,Nodo_48,612
Nodo_43,Nodo_7,811
Nodo_34,Nodo_13,131
Nodo_16,Nodo_14,419
Nodo_16,Nodo_13,961
Nodo_13,Nodo_25,517
Nodo_45,Nodo_35,326
Nodo_30,Nodo_10,466
Nodo_43,Nodo_6,874
Nodo_42,Nodo_15,176
Nodo_50,Nodo_13,674
Nodo_4,Nodo_50,329
Nodo_1,Nodo_30,401
Nodo_8,Nodo_48,900
Nodo_46,Nodo_10,923
Nodo_28,Nodo_2,431
Nodo_39,Nodo_31,233
Nodo_14,Nodo_10,492
Nodo_15,Nodo_18,510
Nodo_15,Nodo_20,753
Nodo_14,Nodo_3,165
Nodo_40,Nodo_1,745
Nodo_18,Nodo_46,783
Nodo_50,Nodo_17,339
Nodo_47,Nodo_42,445
Nodo_34,Nodo_10,48
Nodo_16,Nodo_5,563
Nodo_15,Nodo_19,461
Nodo_40,Nodo_29,684
Nodo_48,Nodo_9,848
Nodo_31,Nodo_13,897
Nodo_5,Nodo_32,107
Nodo_43,Nodo_28,327
Nodo_23,Nodo_30,362
Nodo_2,Nodo_24,15
Nodo_7,Nodo_24,735
Nodo_28,Nodo_38,64
Nodo_44,Nodo_6,985
Nodo_18,Nodo_19,552
Nodo_5,Nodo_15,743
Nodo_41,Nodo_10,235
Nodo_43,Nodo_39,225
Nodo_37,Nodo_12,4
Nodo_45,Nodo_43,70
Nodo_47,Nodo_30,608
Nodo_5,Nodo_26,394
Nodo_36,Nodo_7,306
Nodo_35,Nodo_40,732
Nodo_32,Nodo_13,514
Nodo_46,Nodo_8,672
Nodo_37,Nodo_44,870
Nodo_40,Nodo_10,325
Nodo_26,Nodo_29,373
Nodo_24,Nodo_10,812
Nodo_23,Nodo_13,118
Nodo_6,Nodo_18,547
Nodo_47,Nodo_41,670
Nodo_20,Nodo_33,473
Nodo_42,Nodo_34,72
Nodo_2,Nodo_30,710
Nodo_3,Nodo_8,181
Nodo_1,Nodo_3,927
Nodo_19,Nodo_38,6
Nodo_47,Nodo_2,980
Nodo_43,Nodo_37,988
Nodo_29,Nodo_16,231
Nodo_15,Nodo_5,241
Nodo_30,Nodo_6,136
Nodo_34,Nodo_7,933
Nodo_26,Nodo_2,832
Nodo_35,Nodo_34,570
Nodo_31,Nodo_44,221
Nodo_9,Nodo_44,106
Nodo_12,Nodo_24,711
Nodo_48,Nodo_30,116
Nodo_33,Nodo_41,414
Nodo_39,Nodo_21,647
Nodo_45,Nodo_41,694
Nodo_44,Nodo_7,105
Nodo_20,Nodo_44,760
Nodo_7,Nodo_45,327
Nodo_47,Nodo_32,844
Nodo_13,Nodo_15,599
Nodo_41,Nodo_49,710
Nodo_44,Nodo_39,397
Nodo_19,Nodo_39,723
Nodo_34,Nodo_41,629
Nodo_37,Nodo_49,778
Nodo_32,Nodo_42,59
Nodo_4,Nodo_37,523
Nodo_8,Nodo_27,863
Nodo_22,Nodo_7,370
Nodo_24,Nodo_32,989
Nodo_47,Nodo_2,929
Nodo_17,Nodo_30,641
Nodo_47,Nodo_36,13
Nodo_21,Nodo_27,103
Nodo_10,Nodo_50,683
Nodo_36,Nodo_9,588
Nodo_50,Nodo_19,541
Nodo_21,Nodo_47,762
Nodo_41,Nodo_11,98
Nodo_27,Nodo_11,489
Nodo_24,Nodo_12,427
Nodo_1,Nodo_47,268
Nodo_13,Nodo_7,67
Nodo_18,Nodo_23,749
Nodo_10,Nodo_5,365
Nodo_49,Nodo_47,956
Nodo_8,Nodo_13,888
Nodo_26,Nodo_50,788
Nodo_44,Nodo_34,385
Nodo_29,Nodo_31,910
Nodo_1,Nodo_11,634
Nodo_26,Nodo_27,748
Nodo_21,Nodo_46,863
Nodo_45,Nodo_22,207
Nodo_16,Nodo_44,495
Nodo_18,Nodo_15,380
Nodo_25,Nodo_21,838
Nodo_32,Nodo_12,1
Nodo_24,Nodo_32,608
Nodo_30,Nodo_24,602
Nodo_43,Nodo_33,332
Nodo_4,Nodo_25,746
Nodo_36,Nodo_1,899
Nodo_25,Nodo_44,643
Nodo_44,Nodo_15,585
Nodo_21,Nodo_49,157
Nodo_30,Nodo_40,551
Nodo_30,Nodo_8,775
Nodo_39,Nodo_7,335
Nodo_21,Nodo_36,448
Nodo_26,Nodo_9,729
Nodo_20,Nodo_50,868
Nodo_3,Nodo_47,445
Nodo_38,Nodo_33,125
Nodo_25,Nodo_45,408
Nodo_18,Nodo_34,204
Nodo_36,Nodo_32,363
Nodo_49,Nodo_25,566
Nodo_33,Nodo_3,154
Nodo_4,Nodo_19,462
Nodo_34,Nodo_50,510
Nodo_4,Nodo_33,896
Nodo_19,Nodo_25,825
Nodo_11,Nodo_13,438
Nodo_12,Nodo_22,677
Nodo_12,Nodo_43,423
Nodo_8,Nodo_35,634
Nodo_50,Nodo_6,477
Nodo_8,Nodo_40,989
Nodo_15,Nodo_33,416
Nodo_2,Nodo_8,331
Nodo_13,Nodo_37,808
Nodo_20,Nodo_7,333
Nodo_39,Nodo_15,50
Nodo_50,Nodo_46,800
Nodo_38,Nodo_17,481
Nodo_8,Nodo_17,352
Nodo_48,Nodo_21,668
Nodo_3,Nodo_41,486
Nodo_37,Nodo_19,779
Nodo_5,Nodo_27,664
Nodo_27,Nodo_45,811
Nodo_37,Nodo_50,879
Nodo_20,Nodo_42,276
Nodo_8,Nodo_11,843
Nodo_8,Nodo_19,818
Nodo_39,Nodo_15,221
Nodo_48,Nodo_22,169
Nodo_47,Nodo_16,701
Nodo_23,Nodo_33,171
Nodo_19,Nodo_33,434
Nodo_39,Nodo_42,365
Nodo_5,Nodo_25,878
Nodo_34,Nodo_13,349
Nodo_49,Nodo_30,680
Nodo_10,Nodo_26,142
Nodo_27,Nodo_16,848
Nodo_49,Nodo_2,944
Nodo_17,Nodo_4,660
Nodo_33,Nodo_47,699
Nodo_9,Nodo_47,164
Nodo_6,Nodo_32,248
Nodo_31,Nodo_9,10
Nodo_50,Nodo_17,684
Nodo_13,Nodo_45,741
Nodo_36,Nodo_33,437
Nodo_32,Nodo_42,833
Nodo_37,Nodo_13,349
Nodo_16,Nodo_1,24
Nodo_23,Nodo_15,181
Nodo_20,Nodo_17,979
Nodo_25,Nodo_44,781
Nodo_24,Nodo_19,300
Nodo_13,Nodo_22,515
Nodo_5,Nodo_12,405
Nodo_14,Nodo_46,357
Nodo_9,Nodo_38,24
Nodo_42,Nodo_27,655
Nodo_46,Nodo_2,721
Nodo_11,Nodo_44,999
Nodo_16,Nodo_5,927
Nodo_12,Nodo_47,247
Nodo_18,Nodo_22,458
Nodo_7,Nodo_13,595
Nodo_34,Nodo_37,529
Nodo_29,Nodo_7,444
Nodo_14,Nodo_35,583
Nodo_19,Nodo_3,479
Nodo_25,Nodo_28,736
Nodo_14,Nodo_43,415
Nodo_40,Nodo_27,876
Nodo_28,Nodo_49,923
Nodo_20,Nodo_50,453
Nodo_45,Nodo_38,478
Nodo_47,Nodo_44,890
Nodo_24,Nodo_46,985
Nodo_48,Nodo_11,3
Nodo_13,Nodo_8,177
Nodo_8,Nodo_34,850
Nodo_19,Nodo_50,945
Nodo_36,Nodo_47,894
Nodo_45,Nodo_3,759
Nodo_9,Nodo_32,406
Nodo_23,Nodo_42,908
Nodo_9,Nodo_47,502
Nodo_9,Nodo_36,443
Nodo_23,Nodo_46,275
Nodo_25,Nodo_5,597
Nodo_17,Nodo_42,819
Nodo_14,Nodo_30,737
Nodo_31,Nodo_8,69
Nodo_47,Nodo_40,483
Nodo_38,Nodo_24,313
Nodo_34,Nodo_50,209
Nodo_36,Nodo_42,303
Nodo_46,Nodo_31,341
Nodo_24,Nodo_27,591
Nodo_15,Nodo_48,260
Nodo_18,Nodo_49,466
Nodo_32,Nodo_44,711
Nodo_30,Nodo_13,988
Nodo_28,Nodo_8,78
Nodo_3,Nodo_20,767
Nodo_10,Nodo_36,574
Nodo_47,Nodo_43,973
Nodo_35,Nodo_32,57
Nodo_17,Nodo_36,988
Nodo_36,Nodo_50,19
Nodo_9,Nodo_8,868
Nodo_1,Nodo_36,706
Nodo_9,Nodo_15,785
Nodo_48,Nodo_8,593
Nodo_41,Nodo_9,204
Nodo_4,Nodo_32,295
Nodo_1,Nodo_35,46
Nodo_26,Nodo_8,243
Nodo_31,Nodo_10,826
Nodo_9,Nodo_18,865
Nodo_6,Nodo_8,813
Nodo_50,Nodo_11,154
Nodo_24,Nodo_46,818
Nodo_6,Nodo_50,1000
Nodo_26,Nodo_48,218
Nodo_44,Nodo_4,780
Nodo_27,Nodo_42,306
Nodo_9,Nodo_30,664
Nodo_18,Nodo_39,631
Nodo_25,Nodo_30,911
Nodo_45,Nodo_49,200
Nodo_21,Nodo_4,761
Nodo_33,Nodo_17,479
Nodo_38,Nodo_49,361
Nodo_4,Nodo_9,201
Nodo_8,Nodo_46,542
Nodo_29,Nodo_4,584
Nodo_22,Nodo_27,758
Nodo_1,Nodo_41,10
Nodo_9,Nodo_25,579
Nodo_14,Nodo_3,936
Nodo_19,Nodo_4,167
Nodo_16,Nodo_47,5
Nodo_26,Nodo_2,714
Nodo_43,Nodo_25,401
Nodo_25,Nodo_28,284
Nodo_1,Nodo_3,717
Nodo_49,Nodo_40,223
Nodo_43,Nodo_41,453
Nodo_28,Nodo_23,968
Nodo_30,Nodo_23,712
Nodo_2,Nodo_9,986
Nodo_21,Nodo_23,913
Nodo_46,Nodo_28,101
Nodo_19,Nodo_47,895
Nodo_24,Nodo_48,356
Nodo_42,Nodo_41,54
Nodo_17,Nodo_10,880
Nodo_36,Nodo_10,922
Nodo_43,Nodo_2,805
Nodo_32,Nodo_5,133
Nodo_26,Nodo_31,239
Nodo_3,Nodo_25,230
Nodo_44,Nodo_11,217
Nodo_17,Nodo_16,65
Nodo_38,Nodo_23,821
Nodo_42,Nodo_37,671
Nodo_21,Nodo_39,353
Nodo_19,Nodo_41,496
Nodo_7,Nodo_36,930
Nodo_35,Nodo_33,655
Nodo_19,Nodo_37,461
Nodo_11,Nodo_7,266
Nodo_28,Nodo_29,453
Nodo_10,Nodo_13,463
Nodo_40,Nodo_9,701
Nodo_33,Nodo_38,438
Nodo_9,Nodo_35,929
Nodo_27,Nodo_4,278
Nodo_48,Nodo_22,563
Nodo_33,Nodo_34,423
Nodo_39,Nodo_24,737
Nodo_50,Nodo_22,963
Nodo_34,Nodo_30,467
Nodo_27,Nodo_50,819
Nodo_17,Nodo_39,929
Nodo_40,Nodo_8,841
Nodo_30,Nodo_48,724
Nodo_8,Nodo_47,604
Nodo_28,Nodo_1,858
Nodo_2,Nodo_23,396
Nodo_22,Nodo_37,925
Nodo_7,Nodo_42,243
Nodo_45,Nodo_50,667
Nodo_1,Nodo_46,447
Nodo_36,Nodo_15,605
Nodo_36,Nodo_7,70
Nodo_28,Nodo_33,899
Nodo_6,Nodo_50,931
Nodo_23,Nodo_38,367
Nodo_47,Nodo_25,189
Nodo_46,Nodo_17,54
Nodo_19,Nodo_10,999
Nodo_10,Nodo_15,179
Nodo_8,Nodo_42,342
Nodo_31,Nodo_24,904
Nodo_1,Nodo_32,150
Nodo_46,Nodo_47,210
Nodo_1,Nodo_20,420
Nodo_34,Nodo_42,379
Nodo_10,Nodo_16,572
Nodo_42,Nodo_21,650
Nodo_15,Nodo_23,564
Nodo_43,Nodo_21,380
Nodo_49,Nodo_35,271
Nodo_36,Nodo_49,546
Nodo_17,Nodo_45,134
Nodo_2,Nodo_12,374
Nodo_15,Nodo_24,713
Nodo_31,Nodo_27,626
Nodo_7,Nodo_23,149
Nodo_32,Nodo_47,401
Nodo_23,Nodo_31,259
Nodo_10,Nodo_21,894
Nodo_12,Nodo_2,310
Nodo_37,Nodo_2,977
Nodo_20,Nodo_3,679
Nodo_20,Nodo_47,721
Nodo_1,Nodo_47,557
Nodo_6,Nodo_35,442
Nodo_27,Nodo_25,298
Nodo_38,Nodo_24,813
Nodo_35,Nodo_42,930
Nodo_15,Nodo_42,999
Nodo_40,Nodo_10,263
Nodo_23,Nodo_39,855
Nodo_49,Nodo_6,963
Nodo_7,Nodo_28,515
Nodo_11,Nodo_28,986
Nodo_40,Nodo_35,555
Nodo_18,Nodo_19,965
Nodo_14,Nodo_29,56
Nodo_3,Nodo_36,766
Nodo_39,Nodo_40,674
Nodo_27,Nodo_28,350
Nodo_13,Nodo_12,196
Nodo_7,Nodo_29,521
Nodo_44,Nodo_7,829
Nodo_6,Nodo_48,583
Nodo_22,Nodo_37,907
Nodo_16,Nodo_25,569
Nodo_17,Nodo_32,307
Nodo_31,Nodo_37,939
Nodo_47,Nodo_14,211
Nodo_27,Nodo_37,18
Nodo_7,Nodo_20,562
Nodo_40,Nodo_9,323
Nodo_44,Nodo_41,607
Nodo_43,Nodo_27,154
Nodo_20,Nodo_13,326
Nodo_31,Nodo_17,238
Nodo_2,Nodo_47,686
Nodo_41,Nodo_13,675
Nodo_31,Nodo_1,491
Nodo_50,Nodo_24,286
Nodo_16,Nodo_44,665
Nodo_49,Nodo_4,651
Nodo_27,Nodo_1,439
Nodo_13,Nodo_27,719
Nodo_21,Nodo_11,373
Nodo_15,Nodo_2,464
Nodo_40,Nodo_31,334
Nodo_15,Nodo_24,735
Nodo_29,Nodo_18,935
Nodo_47,Nodo_49,25
Nodo_27,Nodo_43,272
Nodo_27,Nodo_48,610
Nodo_41,Nodo_45,286
Nodo_41,Nodo_24,316
Nodo_27,Nodo_20,747
Nodo_10,Nodo_5,524
Nodo_21,Nodo_10,240
Nodo_37,Nodo_45,205
Nodo_18,Nodo_35,834
Nodo_11,Nodo_12,367
Nodo_27,Nodo_46,845
Nodo_41,Nodo_47,871
Nodo_30,Nodo_48,692
Nodo_22,Nodo_4,336
Nodo_49,Nodo_26,156
Nodo_30,Nodo_47,75
Nodo_16,Nodo_32,513
Nodo_42,Nodo_28,83
Nodo_8,Nodo_2,919
Nodo_24,Nodo_13,91
Nodo_16,Nodo_27,186
Nodo_45,Nodo_34,265
Nodo_44,Nodo_15,417
Nodo_13,Nodo_37,119
Nodo_43,Nodo_8,688
Nodo_46,Nodo_47,12
Nodo_37,Nodo_30,879
Nodo_45,Nodo_25,240
Nodo_46,Nodo_24,297
Nodo_33,Nodo_13,642
Nodo_41,Nodo_13,111
Nodo_41,Nodo_1,674
Nodo_11,Nodo_47,542
Nodo_19,Nodo_13,897
Nodo_27,Nodo_48,697
Nodo_25,Nodo_24,283
Nodo_1,Nodo_18,683
Nodo_48,Nodo_27,269
Nodo_36,Nodo_27,313
Nodo_30,Nodo_19,290
Nodo_35,Nodo_48,398
Nodo_15,Nodo_22,670
Nodo_21,Nodo_13,39
Nodo_11,Nodo_31,696
Nodo_26,Nodo_49,31
Nodo_25,Nodo_37,646
Nodo_1,Nodo_37,226
Nodo_27,Nodo_25,910
Nodo_48,Nodo_47,777
Nodo_5,Nodo_39,342
Nodo_6,Nodo_37,642
Nodo_29,Nodo_37,938
Nodo_45,Nodo_25,36
Nodo_6,Nodo_14,464
Nodo_40,Nodo_44,70
Nodo_29,Nodo_17,381
Nodo_19,Nodo_38,917
Nodo_20,Nodo_38,801
Nodo_42,Nodo_33,23
Nodo_49,Nodo_25,808
Nodo_31,Nodo_48,73
Nodo_3,Nodo_4,825
Nodo_7,Nodo_31,305
Nodo_39,Nodo_1,93
Nodo_10,Nodo_13,305
Nodo_30,Nodo_23,953
Nodo_16,Nodo_25,677
Nodo_40,Nodo_44,432
Nodo_34,Nodo_33,98
Nodo_26,Nodo_10,107
Nodo_40,Nodo_23,348
Nodo_9,Nodo_32,623
Nodo_38,Nodo_9,590
Nodo_38,Nodo_32,774
Nodo_36,Nodo_28,694
Nodo_20,Nodo_21,424
Nodo_22,Nodo_28,119
Nodo_4,Nodo_9,767
Nodo_14,Nodo_44,604
Nodo_43,Nodo_29,671
Nodo_8,Nodo_27,120
Nodo_11,Nodo_4,411
Nodo_10,Nodo_43,206
Nodo_3,Nodo_24,984
Nodo_20,Nodo_22,332
Nodo_19,Nodo_38,181
Nodo_30,Nodo_40,635
Nodo_44,Nodo_47,486
Nodo_33,Nodo_17,793
Nodo_48,Nodo_42,380
Nodo_14,Nodo_7,445
Nodo_48,Nodo_18,804
Nodo_2,Nodo_39,372
Nodo_30,Nodo_11,27
Nodo_18,Nodo_14,567
Nodo_48,Nodo_4,246
Nodo_31,Nodo_7,681
Nodo_47,Nodo_7,287
Nodo_20,Nodo_46,886
Nodo_26,Nodo_1,767
Nodo_4,Nodo_19,144
Nodo_17,Nodo_48,798
Nodo_32,Nodo_16,250
Nodo_19,Nodo_25,358
Nodo_29,Nodo_21,820
Nodo_26,Nodo_36,279
Nodo_20,Nodo_21,237
Nodo_33,Nodo_30,712
Nodo_50,Nodo_2,224
Nodo_38,Nodo_31,514
Nodo_31,Nodo_32,806
Nodo_2,Nodo_7,899
Nodo_24,Nodo_27,588
Nodo_43,Nodo_14,641
Nodo_9,Nodo_19,619
Nodo_39,Nodo_30,823
Nodo_24,Nodo_25,38
Nodo_24,Nodo_30,264
Nodo_49,Nodo_48,521
Nodo_27,Nodo_16,908
Nodo_9,Nodo_1,720
Nodo_49,Nodo_20,337
Nodo_8,Nodo_3,196
Nodo_41,Nodo_44,205
Nodo_25,Nodo_32,474
Nodo_34,Nodo_45,591
Nodo_14,Nodo_20,699
Nodo_43,Nodo_32,678
Nodo_22,Nodo_40,660
Nodo_40,Nodo_19,947
Nodo_25,Nodo_11,446
Nodo_28,Nodo_19,140
Nodo_6,Nodo_47,351
Nodo_47,Nodo_6,731
Nodo_31,Nodo_7,738
Nodo_26,Nodo_16,572
Nodo_3,Nodo_40,779
Nodo_19,Nodo_16,155
Nodo_21,Nodo_29,293
Nodo_31,Nodo_18,810
Nodo_38,Nodo_12,483
Nodo_10,Nodo_40,303
Nodo_13,Nodo_1,122
Nodo_35,Nodo_29,319
Nodo_46,Nodo_14,315
Nodo_15,Nodo_42,847
Nodo_44,Nodo_31,794
Nodo_48,Nodo_11,312
Nodo_28,Nodo_22,322
Nodo_9,Nodo_5,763
Nodo_8,Nodo_18,248
Nodo_19,Nodo_8,713
Nodo_9,Nodo_6,725
Nodo_16,Nodo_31,559
Nodo_23,Nodo_45,498
Nodo_24,Nodo_3,604
Nodo_25,Nodo_28,173
Nodo_18,Nodo_33,634
Nodo_30,Nodo_29,386
Nodo_7,Nodo_50,731
Nodo_3,Nodo_33,890
Nodo_6,Nodo_24,571
Nodo_50,Nodo_14,827
Nodo_39,Nodo_13,871
Nodo_10,Nodo_3,386
Nodo_35,Nodo_28,812
Nodo_12,Nodo_43,705
Nodo_43,Nodo_33,460
Nodo_12,Nodo_34,615
Nodo_17,Nodo_2,35
Nodo_18,Nodo_2,640
Nodo_19,Nodo_5,857
Nodo_25,Nodo_48,513
Nodo_33,Nodo_9,120
Nodo_13,Nodo_43,309
Nodo_21,Nodo_42,928
Nodo_37,Nodo_25,279
Nodo_48,Nodo_10,577
Nodo_34,Nodo_32,837
Nodo_10,Nodo_37,548
Nodo_17,Nodo_5,469
Nodo_24,Nodo_1,721
Nodo_10,Nodo_15,512
Nodo_32,Nodo_31,861
Nodo_40,Nodo_38,935
Nodo_44,Nodo_36,337
Nodo_37,Nodo_2,213
Nodo_13,Nodo_18,776
Nodo_17,Nodo_29,498
Nodo_50,Nodo_29,448
Nodo_43,Nodo_27,701
Nodo_19,Nodo_32,701
Nodo_29,Nodo_19,701
Nodo_22,Nodo_29,220
Nodo_41,Nodo_32,317
Nodo_50,Nodo_40,921
Nodo_17,Nodo_9,721
Nodo_6,Nodo_25,82
Nodo_32,Nodo_38,256
Nodo_31,Nodo_8,593
Nodo_12,Nodo_2,133
Nodo_47,Nodo_44,92
Nodo_20,Nodo_37,309
Nodo_8,Nodo_16,302
Nodo_42,Nodo_50,458
Nodo_42,Nodo_41,340
Nodo_47,Nodo_45,130
Nodo_24,Nodo_11,360
Nodo_24,Nodo_28,405
Nodo_4,Nodo_21,862
Nodo_21,Nodo_5,296
Nodo_46,Nodo_11,356
Nodo_2,Nodo_37,116
Nodo_16,Nodo_37,445
Nodo_50,Nodo_29,25
Nodo_22,Nodo_13,823
Nodo_28,Nodo_43,243
Nodo_15,Nodo_48,747
Nodo_16,Nodo_20,36
Nodo_15,Nodo_45,559
Nodo_22,Nodo_39,225
Nodo_14,Nodo_34,293
Nodo_4,Nodo_40,829
Nodo_28,Nodo_39,797
Nodo_42,Nodo_20,319
Nodo_15,Nodo_9,42
Nodo_9,Nodo_45,228
Nodo_15,Nodo_43,839
Nodo_12,Nodo_28,973
Nodo_2,Nodo_42,170
Nodo_30,Nodo_36,708
Nodo_38,Nodo_23,923
Nodo_19,Nodo_4,391
Nodo_45,Nodo_8,142
Nodo_13,Nodo_10,238
Nodo_25,Nodo_27,616
Nodo_4,Nodo_14,752
Nodo_5,Nodo_34,687
Nodo_2,Nodo_50,674
Nodo_10,Nodo_46,415
Nodo_3,Nodo_39,297
Nodo_46,Nodo_49,430
Nodo_46,Nodo_11,668
Nodo_2,Nodo_43,263
Nodo_46,Nodo_18,301
Nodo_44,Nodo_20,881
Nodo_13,Nodo_31,668
Nodo_3,Nodo_17,968
Nodo_41,Nodo_5,800
Nodo_4,Nodo_2,996
Nodo_39,Nodo_4,869
Nodo_9,Nodo_26,827
Nodo_12,Nodo_8,363
Nodo_20,Nodo_24,735
Nodo_12,Nodo_43,629
Nodo_24,Nodo_16,896
Nodo_3,Nodo_28,824
Nodo_29,Nodo_15,350
Nodo_45,Nodo_5,624
Nodo_25,Nodo_18,201
Nodo_17,Nodo_25,215
Nodo_38,Nodo_1,651
Nodo_18,Nodo_23,174
Nodo_5,Nodo_8,255
Nodo_13,Nodo_30,952
Nodo_34,Nodo_10,292
Nodo_43,Nodo_29,672
Nodo_40,Nodo_28,887
Nodo_45,Nodo_43,41
Nodo_20,Nodo_10,456
Nodo_39,Nodo_44,32
Nodo_26,Nodo_10,865
Nodo_3,Nodo_26,183
Nodo_48,Nodo_5,630
Nodo_7,Nodo_37,658
Nodo_7,Nodo_42,620
Nodo_49,Nodo_7,444
Nodo_28,Nodo_45,484
Nodo_3,Nodo_49,752
Nodo_45,Nodo_31,531
Nodo_29,Nodo_45,510
Nodo_50,Nodo_27,19
Nodo_8,Nodo_1,445
Nodo_11,Nodo_31,660
Nodo_3,Nodo_23,425
Nodo_22,Nodo_16,783
Nodo_20,Nodo_50,92
Nodo_47,Nodo_12,172
Nodo_49,Nodo_34,498
Nodo_35,Nodo_20,235
Nodo_50,Nodo_49,741
Nodo_40,Nodo_8,689
Nodo_41,Nodo_22,59
Nodo_36,Nodo_12,686
Nodo_31,Nodo_5,56
Nodo_34,Nodo_20,766
Nodo_23,Nodo_7,754
Nodo_14,Nodo_9,188
Nodo_44,Nodo_46,248
Nodo_28,Nodo_10,402
Nodo_30,Nodo_34,550
Nodo_6,Nodo_17,131
Nodo_28,Nodo_4,573
Nodo_2,Nodo_19,297
Nodo_11,Nodo_35,186
Nodo_8,Nodo_3,103
Nodo_8,Nodo_16,218
Nodo_46,Nodo_30,238
Nodo_22,Nodo_31,701
Nodo_27,Nodo_10,532
Nodo_43,Nodo_28,401
Nodo_21,Nodo_19,901
Nodo_27,Nodo_37,311
Nodo_8,Nodo_44,111
Nodo_39,Nodo_11,790
Nodo_21,Nodo_7,606
Nodo_1,Nodo_48,214
Nodo_47,Nodo_38,214
Nodo_47,Nodo_13,720
Nodo_46,Nodo_2,512
Nodo_41,Nodo_44,596
Nodo_38,Nodo_5,891
Nodo_18,Nodo_40,303
